end_of_period,loan_number,country___economy_code,loan_type,loan_status,interest_rate,project_id,project_name,original_principal_amount_ususd,cancelled_amount_ususd,undisbursed_amount_ususd,disbursed_amount_ususd,repaid_to_ibrd_ususd,due_to_ibrd_ususd,exchange_adjustment_ususd,borrowers_obligation_ususd,loans_held_ususd,first_repayment_date,last_repayment_date,effective_date_most_recent,origination_year,is_active,default_flag,year,gdp_growth,cpi_inflation,loan_to_gdp_growth_ratio,repayment_ratio,default_prob,sector,borrowers_obligation_inr,repaid_to_ibrd_inr,EAD_INR,PD,LGD,ECL_INR,gdp_growth_pp,cpi_inflation_pp,EAD,pd_stressed,pd_base
2019-02-28,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73815000.0,185000.0,0.0,185000.0,0.0,185000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0029235382257857614,Education & Skills,15355000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,185000.0,0.01410976636689932,0.0029235382257857614
2019-03-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73815000.0,185000.0,0.0,185000.0,0.0,185000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0029235382257857614,Education & Skills,15355000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,185000.0,0.01410976636689932,0.0029235382257857614
2019-04-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73815000.0,185000.0,0.0,185000.0,0.0,185000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0029235382257857614,Education & Skills,15355000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,185000.0,0.01410976636689932,0.0029235382257857614
2019-05-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73815000.0,185000.0,0.0,185000.0,0.0,185000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0029235382257857614,Education & Skills,15355000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,185000.0,0.01410976636689932,0.0029235382257857614
2019-06-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2019-07-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2019-08-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2019-09-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2019-10-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2019-11-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2019-12-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2020-01-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2020-02-29,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2020-03-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,73015000.0,985000.0,0.0,985000.0,0.0,985000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002445873130881846,Education & Skills,81755000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,985000.0,0.013632101271995403,0.002445873130881846
2020-04-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,70615000.0,3385000.0,0.0,3385000.0,0.0,3385000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002409226095037893,Education & Skills,280955000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,3385000.0,0.013595454236151449,0.002409226095037893
2020-05-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,68215000.0,5785000.0,0.0,5785000.0,0.0,5785000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0025647871897442106,Education & Skills,480155000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,5785000.0,0.013751015330857767,0.0025647871897442106
2020-06-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,63415000.0,10585000.0,0.0,10585000.0,0.0,10585000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002985995890296287,Education & Skills,878555000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10585000.0,0.014172224031409844,0.002985995890296287
2020-07-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,0.0,63415000.0,10585000.0,0.0,10585000.0,0.0,10585000.0,74000000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.002985995890296287,Education & Skills,878555000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10585000.0,0.014172224031409844,0.002985995890296287
2020-08-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,56615000.0,10585000.0,0.0,10585000.0,0.0,10585000.0,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.003627081064530493,Education & Skills,878555000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10585000.0,0.01481330920564405,0.003627081064530493
2020-09-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,56615000.0,10585000.0,0.0,10585000.0,0.0,10585000.0,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.003627081064530493,Education & Skills,878555000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10585000.0,0.01481330920564405,0.003627081064530493
2020-10-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,56615000.0,10585000.0,0.0,10585000.0,0.0,10585000.0,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.003627081064530493,Education & Skills,878555000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10585000.0,0.01481330920564405,0.003627081064530493
2020-11-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,56615000.0,10585000.0,0.0,10585000.0,0.0,10585000.0,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.003627081064530493,Education & Skills,878555000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10585000.0,0.01481330920564405,0.003627081064530493
2020-12-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,56615000.0,10585000.0,0.0,10585000.0,0.0,10585000.0,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.003627081064530493,Education & Skills,878555000.0,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10585000.0,0.01481330920564405,0.003627081064530493
2021-01-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,56303422.03,10896577.97,0.0,10896577.97,0.0,10896577.97,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0036957180654405186,Education & Skills,904415971.5100001,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,10896577.97,0.014881946206554076,0.0036957180654405186
2021-02-28,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,56118589.45,11081410.55,0.0,11081410.55,0.0,11081410.55,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0036957180654405186,Education & Skills,919757075.6500001,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,11081410.55,0.014881946206554076,0.0036957180654405186
2021-03-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,49718589.45,17481410.55,0.0,17481410.55,0.0,17481410.55,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004558353928760351,Education & Skills,1450957075.65,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,17481410.55,0.01574458206987391,0.004558353928760351
2021-04-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,49718589.45,17481410.55,0.0,17481410.55,0.0,17481410.55,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004558353928760351,Education & Skills,1450957075.65,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,17481410.55,0.01574458206987391,0.004558353928760351
2021-05-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,49718589.45,17481410.55,0.0,17481410.55,0.0,17481410.55,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004558353928760351,Education & Skills,1450957075.65,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,17481410.55,0.01574458206987391,0.004558353928760351
2021-06-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,44918589.45,22281410.55,0.0,22281410.55,0.0,22281410.55,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004685382421709721,Education & Skills,1849357075.65,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,22281410.55,0.01587161056282328,0.004685382421709721
2021-07-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,44918589.45,22281410.55,0.0,22281410.55,0.0,22281410.55,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004685382421709721,Education & Skills,1849357075.65,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,22281410.55,0.01587161056282328,0.004685382421709721
2021-08-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,44700581.63,22499418.37,0.0,22499418.37,0.0,22499418.37,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004685382421709721,Education & Skills,1867451724.71,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,22499418.37,0.01587161056282328,0.004685382421709721
2021-09-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,44700581.63,22499418.37,0.0,22499418.37,0.0,22499418.37,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004685382421709721,Education & Skills,1867451724.71,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,22499418.37,0.01587161056282328,0.004685382421709721
2021-10-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40700581.63,26499418.37,0.0,26499418.37,0.0,26499418.37,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2199451724.71,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26499418.37,0.01600832635848338,0.004822098217369826
2021-11-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40700581.63,26499418.37,0.0,26499418.37,0.0,26499418.37,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2199451724.71,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26499418.37,0.01600832635848338,0.004822098217369826
2021-12-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40700581.63,26499418.37,0.0,26499418.37,0.0,26499418.37,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2199451724.71,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26499418.37,0.01600832635848338,0.004822098217369826
2022-01-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40700581.63,26499418.37,0.0,26499418.37,0.0,26499418.37,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2199451724.71,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26499418.37,0.01600832635848338,0.004822098217369826
2022-02-28,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40700581.63,26499418.37,0.0,26499418.37,0.0,26499418.37,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2199451724.71,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26499418.37,0.01600832635848338,0.004822098217369826
2022-03-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40442922.59,26757077.41,0.0,26757077.41,0.0,26757077.41,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2220837425.03,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26757077.41,0.01600832635848338,0.004822098217369826
2022-04-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40442922.59,26757077.41,0.0,26757077.41,0.0,26757077.41,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2220837425.03,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26757077.41,0.01600832635848338,0.004822098217369826
2022-05-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40442922.59,26757077.41,0.0,26757077.41,0.0,26757077.41,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2220837425.03,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26757077.41,0.01600832635848338,0.004822098217369826
2022-06-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,40442922.59,26757077.41,0.0,26757077.41,0.0,26757077.41,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.004822098217369826,Education & Skills,2220837425.03,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,26757077.41,0.01600832635848338,0.004822098217369826
2022-07-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,34742922.59,32457077.41,0.0,32457077.41,0.0,32457077.41,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.00496257223460202,Education & Skills,2693937425.03,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,32457077.41,0.016148800375715578,0.00496257223460202
2022-08-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,28342922.59,38857077.41,0.0,38857077.41,0.0,38857077.41,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.005260914113124955,Education & Skills,3225137425.0299997,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,38857077.41,0.01644714225423851,0.005260914113124955
2022-09-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,28342922.59,38857077.41,0.0,38857077.41,0.0,38857077.41,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.005260914113124955,Education & Skills,3225137425.0299997,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,38857077.41,0.01644714225423851,0.005260914113124955
2022-10-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,27853660.46,39346339.54,0.0,39346339.54,0.0,39346339.54,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.00522418308874052,Education & Skills,3265746181.8199997,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,39346339.54,0.016410411229854076,0.00522418308874052
2022-11-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,27853660.46,39346339.54,0.0,39346339.54,0.0,39346339.54,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.00522418308874052,Education & Skills,3265746181.8199997,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,39346339.54,0.016410411229854076,0.00522418308874052
2022-12-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,27612549.93,39587450.07,0.0,39587450.07,0.0,39587450.07,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.005260711361988459,Education & Skills,3285758355.81,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,39587450.07,0.016446939503102016,0.005260711361988459
2023-01-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,17612549.93,49587450.07,0.0,49587450.07,0.0,49587450.07,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0058320686338642624,Education & Skills,4115758355.81,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,49587450.07,0.01701829677497782,0.0058320686338642624
2023-02-28,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,17612549.93,49587450.07,0.0,49587450.07,0.0,49587450.07,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0058320686338642624,Education & Skills,4115758355.81,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,49587450.07,0.01701829677497782,0.0058320686338642624
2023-03-31,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,17612549.93,49587450.07,0.0,49587450.07,0.0,49587450.07,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0058320686338642624,Education & Skills,4115758355.81,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,49587450.07,0.01701829677497782,0.0058320686338642624
2023-04-30,IBRD88770,IN,FSL,DISBURSING,0.0,P154525,Uttarakhand Workforce Development Projec,74000000.0,6800000.0,17577230.7,49622769.3,0.0,49622769.3,0.0,49622769.3,67200000.0,2023-12-15,2035-06-15,2018-12-04,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.011466021766613184,0.0,0.0058320686338642624,Education & Skills,4118689851.8999996,0.0,3919594300.7599998,0.9952985333068044,0.4046599776683495,1578645932.0597303,6.453851344977693,3.9388264669163,49622769.3,0.01701829677497782,0.0058320686338642624
